,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skill1,skill2,skill3,skill4,skill5
1630,AI01631,NLP Engineer,76795,USD,Senior Level,Freelance,Finland,Medium Company,Finland,No Remote,"Hadoop, Docker, SQL, Deep Learning, Spark",Bachelor,9,Transportation,2024-08-08,2024-09-04,766,6.0,DeepTech Ventures,Hadoop,Docker,SQL,Deep Learning,Spark
1631,AI01632,Robotics Engineer,150823,USD,Executive,Full-time,Austria,Small Company,Austria,Hybrid,"Java, Deep Learning, MLOps, SQL",Master,14,Media,2025-04-01,2025-06-11,1744,8.9,DataVision Ltd,Java,Deep Learning,MLOps,SQL,Not required
1632,AI01633,Deep Learning Engineer,135560,EUR,Senior Level,Part-time,Germany,Small Company,Germany,Hybrid,"Linux, Scala, TensorFlow, Spark",Master,8,Media,2024-11-27,2025-01-02,850,8.3,Neural Networks Co,Linux,Scala,TensorFlow,Spark,Not required
1633,AI01634,Principal Data Scientist,180474,GBP,Senior Level,Contract,United Kingdom,Large Company,United Kingdom,Hybrid,"Azure, Scala, Kubernetes, Statistics",Master,6,Finance,2024-07-02,2024-08-07,1929,6.4,DeepTech Ventures,Azure,Scala,Kubernetes,Statistics,Not required
1634,AI01635,AI Architect,54679,GBP,Entry Level,Full-time,United Kingdom,Medium Company,United Kingdom,Hybrid,"Tableau, Python, Java, Linux, Data Visualization",Bachelor,0,Automotive,2024-02-21,2024-03-19,2242,5.9,DeepTech Ventures,Tableau,Python,Java,Linux,Data Visualization
1635,AI01636,Autonomous Systems Engineer,125950,USD,Senior Level,Full-time,Singapore,Small Company,Ireland,No Remote,"Scala, Git, SQL, Statistics, Computer Vision",PhD,7,Transportation,2024-10-12,2024-12-10,1326,8.3,Machine Intelligence Group,Scala,Git,SQL,Statistics,Computer Vision
1636,AI01637,AI Product Manager,78059,USD,Entry Level,Freelance,United States,Small Company,United States,Full Remote,"Linux, Mathematics, AWS",Master,0,Manufacturing,2024-01-15,2024-03-01,1536,9.8,AI Innovations,Linux,Mathematics,AWS,Not required,Not required
1637,AI01638,AI Architect,81688,EUR,Mid-Senior Level,Part-time,France,Small Company,France,No Remote,"AWS, Python, Computer Vision, Kubernetes, Data Visualization",Associate,2,Consulting,2025-02-04,2025-03-09,625,6.3,Autonomous Tech,AWS,Python,Computer Vision,Kubernetes,Data Visualization
1638,AI01639,Research Scientist,96760,USD,Executive,Part-time,Ireland,Medium Company,Ireland,Full Remote,"SQL, TensorFlow, Computer Vision, Hadoop",Master,17,Media,2025-04-01,2025-06-13,2124,8.4,Predictive Systems,SQL,TensorFlow,Computer Vision,Hadoop,Not required
1639,AI01640,Machine Learning Researcher,117119,USD,Senior Level,Full-time,India,Large Company,India,No Remote,"Python, GCP, Data Visualization, Git, Tableau",Bachelor,9,Consulting,2024-07-05,2024-09-05,1985,5.9,Neural Networks Co,Python,GCP,Data Visualization,Git,Tableau
1640,AI01641,Principal Data Scientist,68659,USD,Mid-Senior Level,Part-time,Israel,Large Company,Israel,No Remote,"Statistics, Python, PyTorch, Linux",Associate,3,Media,2025-02-02,2025-02-20,2483,5.5,Cloud AI Solutions,Statistics,Python,PyTorch,Linux,Not required
1641,AI01642,Machine Learning Researcher,55694,USD,Entry Level,Part-time,India,Large Company,China,No Remote,"Spark, Scala, Tableau",Associate,0,Consulting,2025-03-19,2025-05-22,2456,9.1,Smart Analytics,Spark,Scala,Tableau,Not required,Not required
1642,AI01643,Data Analyst,74801,USD,Senior Level,Freelance,Japan,Medium Company,India,No Remote,"Kubernetes, Docker, Tableau, GCP, AWS",Associate,5,Healthcare,2024-10-26,2024-11-27,598,8.1,Cognitive Computing,Kubernetes,Docker,Tableau,GCP,AWS
1643,AI01644,Robotics Engineer,106248,EUR,Senior Level,Contract,Germany,Medium Company,Israel,Full Remote,"SQL, NLP, Python",Bachelor,5,Education,2024-08-28,2024-09-14,811,6.5,Cognitive Computing,SQL,NLP,Python,Not required,Not required
1644,AI01645,AI Consultant,51215,USD,Entry Level,Contract,Australia,Medium Company,Australia,Full Remote,"Python, Linux, Git, Statistics",Associate,0,Real Estate,2024-06-13,2024-08-03,1672,5.4,Algorithmic Solutions,Python,Linux,Git,Statistics,Not required
1645,AI01646,AI Software Engineer,64872,USD,Mid-Senior Level,Contract,Finland,Small Company,Australia,Full Remote,"Spark, Statistics, Hadoop, SQL, Linux",Bachelor,4,Finance,2024-04-27,2024-06-15,2164,7.3,DeepTech Ventures,Spark,Statistics,Hadoop,SQL,Linux
1646,AI01647,AI Product Manager,57458,USD,Entry Level,Contract,South Korea,Large Company,South Korea,Full Remote,"GCP, PyTorch, MLOps, Linux",PhD,1,Consulting,2024-11-28,2024-12-31,1312,5.4,DeepTech Ventures,GCP,PyTorch,MLOps,Linux,Not required
1647,AI01648,Principal Data Scientist,65161,USD,Entry Level,Full-time,Ireland,Large Company,Ireland,Full Remote,"Docker, NLP, Azure",Bachelor,1,Education,2024-07-26,2024-08-09,2423,5.6,TechCorp Inc,Docker,NLP,Azure,Not required,Not required
1648,AI01649,AI Specialist,47257,USD,Entry Level,Contract,Finland,Medium Company,Finland,Hybrid,"MLOps, Computer Vision, Hadoop",PhD,1,Consulting,2024-10-22,2024-11-24,2112,9.8,Quantum Computing Inc,MLOps,Computer Vision,Hadoop,Not required,Not required
1649,AI01650,Machine Learning Engineer,40485,USD,Entry Level,Freelance,Finland,Small Company,Finland,Hybrid,"Azure, Spark, Java, TensorFlow, PyTorch",PhD,1,Healthcare,2024-11-14,2024-12-17,2187,6.9,Cloud AI Solutions,Azure,Spark,Java,TensorFlow,PyTorch
1650,AI01651,AI Research Scientist,82455,EUR,Mid-Senior Level,Contract,France,Large Company,France,Full Remote,"Linux, Tableau, Docker, GCP",Bachelor,3,Gaming,2024-07-28,2024-09-05,1049,9.3,Cloud AI Solutions,Linux,Tableau,Docker,GCP,Not required
1651,AI01652,AI Specialist,79116,USD,Entry Level,Freelance,Switzerland,Medium Company,Switzerland,No Remote,"GCP, Spark, Statistics, Python",PhD,0,Healthcare,2024-06-28,2024-08-06,755,9.3,Smart Analytics,GCP,Spark,Statistics,Python,Not required
1652,AI01653,Deep Learning Engineer,69009,USD,Mid-Senior Level,Freelance,Austria,Large Company,Austria,No Remote,"Deep Learning, R, Git",Bachelor,2,Transportation,2024-01-14,2024-02-05,985,8.0,Algorithmic Solutions,Deep Learning,R,Git,Not required,Not required
1653,AI01654,AI Product Manager,91092,USD,Executive,Freelance,India,Small Company,India,No Remote,"Git, Python, Tableau, GCP",Associate,17,Government,2025-02-22,2025-04-23,2371,7.7,Cloud AI Solutions,Git,Python,Tableau,GCP,Not required
1654,AI01655,Research Scientist,48306,USD,Entry Level,Full-time,Israel,Small Company,Israel,No Remote,"Tableau, Deep Learning, Scala, MLOps, SQL",Master,1,Telecommunications,2025-01-31,2025-02-27,1964,5.8,Neural Networks Co,Tableau,Deep Learning,Scala,MLOps,SQL
1655,AI01656,Robotics Engineer,101009,USD,Executive,Part-time,India,Small Company,Germany,No Remote,"Linux, TensorFlow, GCP, Scala",Bachelor,18,Real Estate,2024-07-10,2024-08-27,1072,5.5,Machine Intelligence Group,Linux,TensorFlow,GCP,Scala,Not required
1656,AI01657,Data Engineer,54678,USD,Entry Level,Freelance,Ireland,Medium Company,Israel,Full Remote,"GCP, MLOps, PyTorch",PhD,0,Real Estate,2025-03-08,2025-04-07,2174,5.7,TechCorp Inc,GCP,MLOps,PyTorch,Not required,Not required
1657,AI01658,AI Product Manager,72558,USD,Mid-Senior Level,Full-time,Japan,Medium Company,United Kingdom,Hybrid,"Git, Computer Vision, Azure, Java, Tableau",Associate,3,Government,2024-06-24,2024-07-19,2006,7.4,Smart Analytics,Git,Computer Vision,Azure,Java,Tableau
1658,AI01659,AI Specialist,52990,USD,Entry Level,Full-time,Canada,Medium Company,Canada,Hybrid,"Java, TensorFlow, SQL, Mathematics, Tableau",Associate,0,Energy,2024-05-30,2024-06-29,1712,7.3,Autonomous Tech,Java,TensorFlow,SQL,Mathematics,Tableau
1659,AI01660,AI Research Scientist,158635,EUR,Executive,Freelance,Germany,Medium Company,Germany,Hybrid,"Computer Vision, Git, Tableau",Master,13,Education,2024-08-03,2024-08-28,1585,5.5,Algorithmic Solutions,Computer Vision,Git,Tableau,Not required,Not required
1660,AI01661,NLP Engineer,63645,USD,Entry Level,Freelance,Japan,Large Company,Japan,Hybrid,"Scala, MLOps, GCP, Statistics, Java",Master,0,Education,2024-11-20,2025-02-01,1387,6.5,Quantum Computing Inc,Scala,MLOps,GCP,Statistics,Java
1661,AI01662,Machine Learning Researcher,125124,GBP,Senior Level,Freelance,United Kingdom,Small Company,United Kingdom,Full Remote,"Java, Data Visualization, Mathematics, R, Docker",PhD,8,Consulting,2024-09-22,2024-10-09,2084,6.3,Cognitive Computing,Java,Data Visualization,Mathematics,R,Docker
1662,AI01663,AI Consultant,239573,EUR,Executive,Freelance,France,Large Company,France,No Remote,"Scala, Python, Linux, GCP, NLP",Bachelor,12,Finance,2025-02-05,2025-03-06,2340,9.8,TechCorp Inc,Scala,Python,Linux,GCP,NLP
1663,AI01664,Data Engineer,75428,EUR,Entry Level,Contract,France,Medium Company,France,Hybrid,"Java, Linux, Deep Learning, SQL, Git",Bachelor,0,Government,2025-02-17,2025-04-22,667,5.9,Future Systems,Java,Linux,Deep Learning,SQL,Git
1664,AI01665,Robotics Engineer,249930,GBP,Executive,Part-time,United Kingdom,Medium Company,United Kingdom,Hybrid,"Tableau, Docker, Hadoop, Azure, R",PhD,11,Finance,2024-12-01,2024-12-19,806,6.4,Smart Analytics,Tableau,Docker,Hadoop,Azure,R
1665,AI01666,AI Product Manager,290579,USD,Executive,Contract,Norway,Large Company,Norway,Hybrid,"Git, Java, PyTorch",Bachelor,15,Real Estate,2025-03-19,2025-05-12,854,5.9,Quantum Computing Inc,Git,Java,PyTorch,Not required,Not required
1666,AI01667,AI Software Engineer,173242,EUR,Executive,Freelance,Germany,Large Company,Austria,No Remote,"Deep Learning, Scala, Data Visualization",PhD,16,Healthcare,2024-02-24,2024-03-23,1366,5.9,TechCorp Inc,Deep Learning,Scala,Data Visualization,Not required,Not required
1667,AI01668,Computer Vision Engineer,107892,USD,Mid-Senior Level,Freelance,Canada,Large Company,China,Hybrid,"Data Visualization, Computer Vision, R, Tableau",Bachelor,4,Telecommunications,2024-02-02,2024-04-09,1575,5.3,Smart Analytics,Data Visualization,Computer Vision,R,Tableau,Not required
1668,AI01669,NLP Engineer,85600,USD,Entry Level,Full-time,Sweden,Large Company,Singapore,Full Remote,"Statistics, Hadoop, GCP",Associate,1,Telecommunications,2024-12-02,2025-01-05,704,9.9,Predictive Systems,Statistics,Hadoop,GCP,Not required,Not required
1669,AI01670,Data Scientist,137908,USD,Senior Level,Freelance,Singapore,Medium Company,Singapore,No Remote,"TensorFlow, Docker, GCP",PhD,7,Automotive,2025-01-15,2025-02-13,2286,5.0,DeepTech Ventures,TensorFlow,Docker,GCP,Not required,Not required
1670,AI01671,ML Ops Engineer,76495,USD,Entry Level,Contract,Canada,Large Company,China,No Remote,"Python, TensorFlow, Statistics, Deep Learning, Data Visualization",Bachelor,0,Gaming,2024-10-02,2024-11-06,1242,9.4,Future Systems,Python,TensorFlow,Statistics,Deep Learning,Data Visualization
1671,AI01672,Robotics Engineer,244496,USD,Executive,Contract,Denmark,Small Company,Denmark,Full Remote,"GCP, Linux, Computer Vision, Tableau",Master,19,Telecommunications,2024-07-08,2024-08-24,1427,9.3,Smart Analytics,GCP,Linux,Computer Vision,Tableau,Not required
1672,AI01673,Data Scientist,54272,USD,Entry Level,Freelance,South Korea,Large Company,South Korea,Full Remote,"Spark, Hadoop, SQL, Git, Docker",Associate,0,Consulting,2024-06-08,2024-07-08,1647,5.3,Digital Transformation LLC,Spark,Hadoop,SQL,Git,Docker
1673,AI01674,AI Architect,135021,USD,Senior Level,Part-time,Australia,Small Company,Australia,Full Remote,"Linux, SQL, Computer Vision",Master,7,Automotive,2025-02-28,2025-04-11,603,6.6,AI Innovations,Linux,SQL,Computer Vision,Not required,Not required
1674,AI01675,Head of AI,187375,USD,Executive,Contract,United States,Large Company,Australia,Hybrid,"Java, Data Visualization, MLOps",PhD,11,Real Estate,2025-01-19,2025-02-16,2419,6.1,Neural Networks Co,Java,Data Visualization,MLOps,Not required,Not required
1675,AI01676,Robotics Engineer,42507,USD,Entry Level,Freelance,China,Medium Company,China,No Remote,"TensorFlow, SQL, Tableau, NLP, AWS",Master,0,Transportation,2024-04-16,2024-06-13,961,5.9,Algorithmic Solutions,TensorFlow,SQL,Tableau,NLP,AWS
1676,AI01677,Research Scientist,170335,EUR,Senior Level,Freelance,Netherlands,Large Company,Canada,Hybrid,"PyTorch, Linux, Java",Bachelor,5,Technology,2024-03-01,2024-04-29,2485,7.8,Neural Networks Co,PyTorch,Linux,Java,Not required,Not required
1677,AI01678,Autonomous Systems Engineer,55655,EUR,Entry Level,Full-time,France,Large Company,France,Full Remote,"MLOps, PyTorch, Azure",Associate,1,Manufacturing,2024-08-29,2024-11-06,912,6.4,Machine Intelligence Group,MLOps,PyTorch,Azure,Not required,Not required
1678,AI01679,Data Analyst,238792,USD,Executive,Part-time,Norway,Medium Company,Norway,Full Remote,"R, Azure, PyTorch",PhD,19,Manufacturing,2024-04-27,2024-06-11,1627,8.0,DataVision Ltd,R,Azure,PyTorch,Not required,Not required
1679,AI01680,Data Scientist,116016,USD,Senior Level,Part-time,United States,Small Company,United States,Full Remote,"Spark, Azure, Data Visualization, Scala, Statistics",Bachelor,7,Retail,2024-05-02,2024-07-06,943,6.3,Cloud AI Solutions,Spark,Azure,Data Visualization,Scala,Statistics
1680,AI01681,Principal Data Scientist,96466,USD,Mid-Senior Level,Contract,United States,Small Company,United States,No Remote,"Scala, Deep Learning, MLOps, Linux, Tableau",PhD,2,Government,2024-12-16,2025-01-24,1915,6.2,Cognitive Computing,Scala,Deep Learning,MLOps,Linux,Tableau
1681,AI01682,AI Research Scientist,82013,USD,Entry Level,Part-time,Denmark,Medium Company,United Kingdom,No Remote,"Java, Python, TensorFlow, AWS",Bachelor,0,Education,2024-12-13,2024-12-31,1436,8.3,DeepTech Ventures,Java,Python,TensorFlow,AWS,Not required
1682,AI01683,Robotics Engineer,226504,USD,Executive,Full-time,Australia,Small Company,Australia,Full Remote,"PyTorch, Scala, Data Visualization, GCP",Associate,18,Healthcare,2024-12-08,2025-01-09,993,5.8,Machine Intelligence Group,PyTorch,Scala,Data Visualization,GCP,Not required
1683,AI01684,Autonomous Systems Engineer,186222,USD,Executive,Contract,Australia,Small Company,Finland,Full Remote,"Linux, Data Visualization, Java",Associate,15,Media,2024-03-17,2024-05-09,1023,6.0,Cognitive Computing,Linux,Data Visualization,Java,Not required,Not required
1684,AI01685,Data Scientist,86278,USD,Senior Level,Contract,Israel,Large Company,Austria,No Remote,"Kubernetes, Linux, TensorFlow, Azure, Scala",Associate,9,Manufacturing,2024-01-28,2024-03-25,2421,5.5,Neural Networks Co,Kubernetes,Linux,TensorFlow,Azure,Scala
1685,AI01686,ML Ops Engineer,80482,USD,Mid-Senior Level,Freelance,Canada,Large Company,Canada,Full Remote,"AWS, NLP, R, Computer Vision, Spark",Master,4,Transportation,2025-01-14,2025-03-11,1253,5.4,Predictive Systems,AWS,NLP,R,Computer Vision,Spark
1686,AI01687,AI Architect,58030,USD,Entry Level,Contract,Israel,Large Company,Israel,Full Remote,"PyTorch, Java, Kubernetes, Statistics, MLOps",Associate,0,Technology,2024-01-22,2024-02-16,847,8.2,Future Systems,PyTorch,Java,Kubernetes,Statistics,MLOps
1687,AI01688,AI Software Engineer,64989,USD,Mid-Senior Level,Freelance,Austria,Medium Company,Austria,Hybrid,"Kubernetes, Statistics, NLP",PhD,4,Media,2024-08-28,2024-11-05,2054,8.8,Cloud AI Solutions,Kubernetes,Statistics,NLP,Not required,Not required
1688,AI01689,AI Product Manager,106727,GBP,Senior Level,Full-time,United Kingdom,Small Company,United Kingdom,Full Remote,"Hadoop, Data Visualization, SQL, Statistics, NLP",Master,6,Telecommunications,2024-08-19,2024-09-08,2199,9.0,Autonomous Tech,Hadoop,Data Visualization,SQL,Statistics,NLP
1689,AI01690,Machine Learning Researcher,122715,EUR,Senior Level,Freelance,Germany,Medium Company,Germany,No Remote,"PyTorch, Git, Kubernetes, Spark",Master,8,Real Estate,2025-02-11,2025-04-22,1137,8.9,Quantum Computing Inc,PyTorch,Git,Kubernetes,Spark,Not required
1690,AI01691,AI Consultant,103881,USD,Mid-Senior Level,Freelance,Canada,Large Company,Canada,Full Remote,"Python, Java, Data Visualization, Tableau, MLOps",PhD,4,Healthcare,2025-04-16,2025-05-20,1383,9.9,DeepTech Ventures,Python,Java,Data Visualization,Tableau,MLOps
1691,AI01692,Machine Learning Researcher,151875,USD,Executive,Freelance,Japan,Small Company,Japan,Hybrid,"GCP, Spark, Computer Vision, NLP, Tableau",Master,13,Gaming,2025-02-22,2025-04-19,2316,8.7,DataVision Ltd,GCP,Spark,Computer Vision,NLP,Tableau
1692,AI01693,Machine Learning Engineer,45978,USD,Mid-Senior Level,Freelance,South Korea,Small Company,United Kingdom,No Remote,"Azure, Python, Data Visualization, TensorFlow, NLP",Bachelor,2,Healthcare,2024-11-27,2025-01-30,1152,6.5,DataVision Ltd,Azure,Python,Data Visualization,TensorFlow,NLP
1693,AI01694,Research Scientist,331854,USD,Executive,Full-time,Denmark,Large Company,Denmark,Hybrid,"Hadoop, Python, TensorFlow, Scala, Java",PhD,18,Technology,2024-03-15,2024-04-17,1191,7.3,Quantum Computing Inc,Hadoop,Python,TensorFlow,Scala,Java
1694,AI01695,Head of AI,46318,EUR,Entry Level,Freelance,Germany,Small Company,United States,Hybrid,"R, Mathematics, Computer Vision, Docker",PhD,1,Telecommunications,2024-09-14,2024-10-15,1760,9.6,DataVision Ltd,R,Mathematics,Computer Vision,Docker,Not required
1695,AI01696,AI Architect,53136,USD,Mid-Senior Level,Part-time,Japan,Small Company,Japan,Full Remote,"Python, Spark, NLP, R",Master,3,Technology,2024-02-09,2024-03-15,748,5.7,AI Innovations,Python,Spark,NLP,R,Not required
1696,AI01697,Data Analyst,75085,USD,Mid-Senior Level,Full-time,Canada,Small Company,Canada,No Remote,"Deep Learning, Kubernetes, Spark, Scala",Associate,2,Energy,2024-11-06,2024-12-10,992,9.3,Digital Transformation LLC,Deep Learning,Kubernetes,Spark,Scala,Not required
1697,AI01698,AI Architect,240150,USD,Executive,Freelance,United States,Medium Company,France,Hybrid,"PyTorch, TensorFlow, Deep Learning, Tableau, GCP",Associate,11,Gaming,2024-04-20,2024-05-09,1686,7.2,Cloud AI Solutions,PyTorch,TensorFlow,Deep Learning,Tableau,GCP
1698,AI01699,Machine Learning Researcher,59646,USD,Mid-Senior Level,Freelance,Japan,Small Company,Japan,Hybrid,"AWS, Hadoop, Deep Learning, Python, MLOps",Associate,2,Government,2024-02-28,2024-04-07,534,5.1,Quantum Computing Inc,AWS,Hadoop,Deep Learning,Python,MLOps
1699,AI01700,AI Product Manager,60749,GBP,Entry Level,Contract,United Kingdom,Medium Company,Germany,No Remote,"Data Visualization, SQL, Statistics, Scala",Master,1,Real Estate,2025-03-05,2025-04-30,1958,7.0,Cognitive Computing,Data Visualization,SQL,Statistics,Scala,Not required
1700,AI01701,Autonomous Systems Engineer,141332,USD,Senior Level,Contract,Singapore,Large Company,Singapore,Hybrid,"Data Visualization, Kubernetes, SQL, Hadoop, Linux",Master,6,Education,2024-10-13,2024-12-21,1286,7.0,DataVision Ltd,Data Visualization,Kubernetes,SQL,Hadoop,Linux
1701,AI01702,Principal Data Scientist,219041,EUR,Executive,Full-time,Germany,Medium Company,Germany,Full Remote,"Tableau, R, Python, Mathematics, NLP",Bachelor,12,Manufacturing,2025-01-17,2025-02-10,2313,7.1,Future Systems,Tableau,R,Python,Mathematics,NLP
1702,AI01703,Autonomous Systems Engineer,163357,USD,Executive,Freelance,Israel,Medium Company,Israel,Hybrid,"Data Visualization, Docker, SQL, GCP, Java",Bachelor,18,Transportation,2024-01-18,2024-03-18,2302,8.6,Advanced Robotics,Data Visualization,Docker,SQL,GCP,Java
1703,AI01704,AI Research Scientist,208210,USD,Executive,Freelance,Singapore,Small Company,Singapore,Hybrid,"TensorFlow, Computer Vision, NLP, Deep Learning",Master,11,Consulting,2024-04-23,2024-06-02,2259,9.7,AI Innovations,TensorFlow,Computer Vision,NLP,Deep Learning,Not required
1704,AI01705,Data Scientist,55931,GBP,Entry Level,Part-time,United Kingdom,Medium Company,United Kingdom,Full Remote,"Python, TensorFlow, AWS, Scala, Hadoop",PhD,0,Government,2024-01-01,2024-02-06,2063,7.1,Future Systems,Python,TensorFlow,AWS,Scala,Hadoop
1705,AI01706,Data Analyst,109982,USD,Senior Level,Part-time,Sweden,Small Company,Sweden,Full Remote,"R, SQL, GCP, Spark, Python",PhD,6,Energy,2024-06-21,2024-08-23,619,7.3,Digital Transformation LLC,R,SQL,GCP,Spark,Python
1706,AI01707,Computer Vision Engineer,76903,USD,Mid-Senior Level,Part-time,Singapore,Small Company,Singapore,No Remote,"Data Visualization, Python, Linux, GCP",PhD,3,Media,2024-06-28,2024-08-16,582,8.0,Cognitive Computing,Data Visualization,Python,Linux,GCP,Not required
1707,AI01708,Principal Data Scientist,47803,USD,Mid-Senior Level,Part-time,Ireland,Small Company,Singapore,No Remote,"Tableau, Linux, Azure, Data Visualization, Java",Master,2,Retail,2024-12-02,2024-12-23,884,8.9,AI Innovations,Tableau,Linux,Azure,Data Visualization,Java
1708,AI01709,Data Scientist,75735,USD,Senior Level,Contract,India,Medium Company,India,No Remote,"GCP, Docker, AWS, Java, Statistics",Master,9,Transportation,2024-04-09,2024-06-07,1526,6.0,TechCorp Inc,GCP,Docker,AWS,Java,Statistics
1709,AI01710,Principal Data Scientist,55795,USD,Entry Level,Freelance,India,Large Company,India,Hybrid,"Kubernetes, Git, GCP, Python",Associate,0,Automotive,2024-12-11,2024-12-26,1093,9.0,Cloud AI Solutions,Kubernetes,Git,GCP,Python,Not required
1710,AI01711,Principal Data Scientist,159718,EUR,Executive,Contract,France,Medium Company,France,Full Remote,"SQL, Computer Vision, Deep Learning",Master,12,Energy,2024-10-08,2024-11-17,1992,5.5,Predictive Systems,SQL,Computer Vision,Deep Learning,Not required,Not required
1711,AI01712,Robotics Engineer,107810,USD,Senior Level,Freelance,China,Large Company,Denmark,Full Remote,"PyTorch, TensorFlow, GCP, Spark, AWS",Master,9,Energy,2024-07-24,2024-08-30,2448,7.7,Algorithmic Solutions,PyTorch,TensorFlow,GCP,Spark,AWS
1712,AI01713,AI Product Manager,100402,EUR,Senior Level,Full-time,Germany,Small Company,United Kingdom,Hybrid,"Azure, Kubernetes, Mathematics, Docker, Tableau",PhD,6,Media,2024-02-05,2024-04-10,1440,7.6,Cognitive Computing,Azure,Kubernetes,Mathematics,Docker,Tableau
1713,AI01714,ML Ops Engineer,161115,USD,Executive,Freelance,Finland,Medium Company,Finland,No Remote,"Mathematics, MLOps, GCP, R",Bachelor,13,Government,2024-12-13,2025-01-18,955,9.7,AI Innovations,Mathematics,MLOps,GCP,R,Not required
1714,AI01715,Data Engineer,110941,USD,Mid-Senior Level,Contract,United States,Large Company,United States,No Remote,"GCP, Spark, Azure, Python",Associate,4,Telecommunications,2024-04-26,2024-06-02,2209,5.9,Quantum Computing Inc,GCP,Spark,Azure,Python,Not required
1715,AI01716,AI Specialist,66037,USD,Mid-Senior Level,Freelance,South Korea,Medium Company,South Korea,Hybrid,"MLOps, R, Data Visualization, Scala, Docker",Bachelor,2,Automotive,2025-02-01,2025-03-19,1571,8.5,Algorithmic Solutions,MLOps,R,Data Visualization,Scala,Docker
1716,AI01717,Principal Data Scientist,270252,EUR,Executive,Full-time,Germany,Large Company,India,Hybrid,"TensorFlow, Git, MLOps, Tableau",PhD,12,Real Estate,2025-03-06,2025-04-06,1662,5.4,Neural Networks Co,TensorFlow,Git,MLOps,Tableau,Not required
1717,AI01718,Data Analyst,131112,EUR,Senior Level,Freelance,Netherlands,Medium Company,Netherlands,Hybrid,"TensorFlow, SQL, NLP",Bachelor,5,Real Estate,2024-12-31,2025-03-14,779,5.1,Cloud AI Solutions,TensorFlow,SQL,NLP,Not required,Not required
1718,AI01719,Research Scientist,185695,GBP,Executive,Freelance,United Kingdom,Medium Company,Israel,Hybrid,"Spark, Python, TensorFlow, Docker",PhD,13,Education,2025-02-09,2025-04-11,610,8.4,DataVision Ltd,Spark,Python,TensorFlow,Docker,Not required
1719,AI01720,Research Scientist,53572,USD,Entry Level,Contract,Canada,Medium Company,Canada,No Remote,"Kubernetes, Computer Vision, Python",Master,1,Real Estate,2024-11-11,2025-01-06,1526,6.2,Digital Transformation LLC,Kubernetes,Computer Vision,Python,Not required,Not required
1720,AI01721,Research Scientist,142646,GBP,Senior Level,Full-time,United Kingdom,Small Company,France,No Remote,"PyTorch, SQL, Azure, R",Bachelor,9,Energy,2024-12-16,2025-02-16,1309,6.7,Machine Intelligence Group,PyTorch,SQL,Azure,R,Not required
1721,AI01722,AI Specialist,127125,USD,Executive,Part-time,Japan,Medium Company,Australia,No Remote,"Tableau, SQL, PyTorch, Deep Learning, Git",Bachelor,10,Telecommunications,2025-01-21,2025-03-05,615,6.8,Digital Transformation LLC,Tableau,SQL,PyTorch,Deep Learning,Git
1722,AI01723,Machine Learning Researcher,186801,USD,Executive,Full-time,Norway,Medium Company,Norway,No Remote,"Azure, Data Visualization, TensorFlow",Bachelor,15,Real Estate,2024-02-02,2024-03-21,1231,7.0,AI Innovations,Azure,Data Visualization,TensorFlow,Not required,Not required
1723,AI01724,AI Software Engineer,133565,USD,Executive,Freelance,India,Small Company,India,Full Remote,"Hadoop, PyTorch, Docker",Associate,13,Consulting,2024-11-14,2024-11-29,2124,9.0,Quantum Computing Inc,Hadoop,PyTorch,Docker,Not required,Not required
1724,AI01725,Autonomous Systems Engineer,84479,EUR,Mid-Senior Level,Contract,France,Large Company,France,No Remote,"Git, Scala, Python, TensorFlow, SQL",Associate,2,Media,2024-03-26,2024-04-16,2167,9.9,DeepTech Ventures,Git,Scala,Python,TensorFlow,SQL
1725,AI01726,Data Analyst,122851,USD,Senior Level,Contract,India,Large Company,India,No Remote,"Kubernetes, GCP, NLP, MLOps",PhD,5,Automotive,2024-01-18,2024-03-03,1247,8.5,Cloud AI Solutions,Kubernetes,GCP,NLP,MLOps,Not required
1726,AI01727,Data Engineer,130323,EUR,Senior Level,Part-time,Netherlands,Small Company,Netherlands,Hybrid,"R, Python, PyTorch, AWS, Kubernetes",Master,6,Education,2024-02-06,2024-03-31,2203,10.0,Smart Analytics,R,Python,PyTorch,AWS,Kubernetes
1727,AI01728,Research Scientist,223202,USD,Executive,Contract,United States,Large Company,India,No Remote,"MLOps, GCP, Kubernetes, Linux, Hadoop",PhD,10,Consulting,2024-01-28,2024-03-29,1193,8.5,Cognitive Computing,MLOps,GCP,Kubernetes,Linux,Hadoop
1728,AI01729,NLP Engineer,82405,EUR,Mid-Senior Level,Contract,Germany,Medium Company,Germany,No Remote,"Spark, Statistics, Java",Associate,3,Automotive,2024-11-26,2025-01-19,1713,8.8,DeepTech Ventures,Spark,Statistics,Java,Not required,Not required
1729,AI01730,Machine Learning Engineer,137257,USD,Senior Level,Full-time,Australia,Small Company,Australia,Full Remote,"Statistics, AWS, Mathematics, Azure, TensorFlow",Bachelor,9,Real Estate,2025-03-28,2025-06-07,2392,9.3,Neural Networks Co,Statistics,AWS,Mathematics,Azure,TensorFlow
